-8,050	601032,704	17322,000
-7,850	601310,208	17250,000
-7,650	601605,120	17231,000
-7,450	601912,320	17344,000
-7,250	602240,000	17266,000
-7,050	602586,112	17319,000
-6,850	597833,728	17087,000
-6,650	598226,944	17201,000
-6,450	598632,448	16870,000
-6,250	599068,672	17023,000
-6,050	599533,568	16990,000
-5,850	600024,064	17101,000
-5,650	600559,616	16715,000
-5,450	601131,008	16321,000
-5,250	601742,336	16043,000
-5,050	602408,960	16631,000
-4,850	597962,752	16490,000
-4,650	598737,920	16695,000
-4,450	599577,600	16918,000
-4,250	600495,104	17022,000
-4,050	601507,840	17014,000
-3,850	602625,024	16931,000
-3,650	598654,976	17131,000
-3,450	600020,992	17059,000
-3,250	601564,160	16870,000
-3,050	598050,816	16296,000
-2,850	600018,944	16513,000
-2,650	602285,056	16842,000
-2,450	599611,392	17050,000
-2,250	597351,424	16941,000
-2,050	600996,864	16826,000
-1,850	600016,896	17020,000
-1,650	600016,896	17029,000
-1,450	601398,272	16982,000
-1,250	599217,152	17051,000
-1,050	600016,896	17075,000
-0,850	600016,896	16818,000
-0,650	603090,944	16874,000
-0,450	600013,824	16522,000
-0,250	600012,800	16910,000
-0,050	600012,800	17126,000
0,050	600012,800	17059,000
0,250	600012,800	17194,000
0,450	600013,824	17252,000
0,650	603090,944	16977,000
0,850	600015,872	16712,000
1,050	600016,896	16718,000
1,250	599218,176	17033,000
1,450	601397,248	16958,000
1,650	600016,896	17074,000
1,850	600015,872	17050,000
2,050	600994,816	17197,000
2,250	597353,472	16981,000
2,450	599610,368	16906,000
2,650	602285,056	16805,000
2,850	600020,992	16894,000
3,050	598051,840	16508,000
3,250	601560,064	16604,000
3,450	600024,064	16651,000
3,650	598657,024	16565,000
3,850	602620,928	17183,000
4,050	601505,792	16909,000
4,250	600502,272	17077,000
4,450	599574,528	17110,000
4,650	598731,776	16846,000
4,850	597963,776	16761,000
5,050	602403,840	16498,000
5,250	601739,264	16484,000
5,450	601129,984	16226,000
5,650	600556,544	16383,000
5,850	600027,136	16636,000
6,050	599533,568	16738,000
6,250	599069,696	16912,000
6,450	598633,472	17034,000
6,650	598220,800	17043,000
6,850	597840,896	17250,000
7,050	602589,184	17201,000
7,250	602241,024	17257,000
7,450	601910,272	17210,000
7,650	601603,072	17116,000
7,850	601307,136	17314,000
8,050	601031,680	17004,000
-5,150	600803,328	16509,000
-4,950	601036,800	16536,000
-4,750	601291,776	17057,000
-4,550	601565,184	17074,000
-4,350	601868,288	17211,000
-4,150	573515,776	16030,000
-3,950	597490,688	17006,000
-3,750	597894,144	16819,000
-3,550	598330,368	16888,000
-3,350	598836,224	16887,000
-3,150	599389,184	16573,000
-2,950	600018,944	16483,000
-2,750	600749,056	16576,000
-2,550	601586,688	16861,000
-2,350	602571,776	17170,000
-2,150	598625,280	16961,000
-1,950	600017,920	16694,000
-1,750	601733,120	17049,000
-1,550	598727,680	16861,000
-1,350	601498,624	17478,000
-1,150	600013,824	16884,000
-0,950	600014,848	16918,000
-0,750	602680,320	16904,000
-0,550	600013,824	16767,000
-0,350	600012,800	16845,000
-0,150	600012,800	16920,000
0,150	600012,800	16925,000
0,350	600012,800	17150,000
0,550	600013,824	16976,000
0,750	602680,320	16793,000
0,950	600014,848	16996,000
1,150	600015,872	16729,000
1,350	601498,624	17100,000
1,550	598725,632	16935,000
1,750	601732,096	17180,000
1,950	600016,896	17176,000
2,150	598623,232	16967,000
2,350	602571,776	17086,000
2,550	601587,712	17038,000
2,750	600748,032	17081,000
2,950	600022,016	16591,000
3,150	599389,184	16603,000
3,350	598828,032	16347,000
3,550	598328,320	16853,000
3,750	597889,024	17192,000
3,950	597490,688	16950,000
4,150	602193,920	17021,000
4,350	601869,312	17283,000
4,550	601565,184	17154,000
4,750	601291,776	16785,000
4,950	601036,800	16748,000
5,150	600802,304	16602,000
