-4,450	599577,600	16918,000
-4,250	600495,104	17022,000
-4,050	601507,840	17014,000
-3,850	602625,024	16931,000
-3,650	598654,976	17131,000
-3,450	600020,992	17059,000
-3,250	601564,160	16870,000
-3,050	598050,816	16296,000
-2,850	600018,944	16513,000
-2,650	602285,056	16842,000
-2,450	599611,392	17050,000
-2,250	597351,424	16941,000
-2,050	600996,864	16826,000
-1,850	600016,896	17020,000
-1,650	600016,896	17029,000
-1,450	601398,272	16982,000
-1,250	599217,152	17051,000
-1,050	600016,896	17075,000
-0,850	600016,896	16818,000
-0,650	603090,944	16874,000
-0,450	600013,824	16522,000
-0,250	600012,800	16910,000
-0,050	600012,800	17126,000
0,050	600012,800	17059,000
0,250	600012,800	17194,000
0,450	600013,824	17252,000
0,650	603090,944	16977,000
0,850	600015,872	16712,000
1,050	600016,896	16718,000
1,250	599218,176	17033,000
1,450	601397,248	16958,000
1,650	600016,896	17074,000
1,850	600015,872	17050,000
2,050	600994,816	17197,000
2,250	597353,472	16981,000
2,450	599610,368	16906,000
2,650	602285,056	16805,000
2,850	600020,992	16894,000
3,050	598051,840	16508,000
3,250	601560,064	16604,000
3,450	600024,064	16651,000
3,650	598657,024	16565,000
3,850	602620,928	17183,000
4,050	601505,792	16909,000
4,250	600502,272	17077,000
4,450	599574,528	17110,000
