-6,000	600025,088	28321,000
-5,000	600025,088	28599,000
-4,000	600023,040	28164,000
-3,000	600020,992	28423,000
-2,000	600015,872	28240,000
-1,010	600013,824	28367,000
-0,810	598785,024	28504,000
-0,610	603293,696	28634,000
-0,410	600013,824	28404,000
-0,210	600012,800	28450,000
-0,010	600012,800	28596,000
0,010	600012,800	28848,000
0,210	600012,800	28484,000
0,410	600012,800	28654,000
0,610	603294,720	28956,000
0,810	598779,904	28433,000
1,010	600015,872	28678,000
2,000	600019,968	28558,000
3,000	600016,896	28686,000
4,000	600023,040	28679,000
5,000	600020,992	28612,000
6,000	600028,160	28390,000
